Dam Name,Other Names,NID ID,Federal ID,Owner Names,Owner Types,Primary Owner Type,Number of Associated Structures,Is Associated Structure?,Designer Names,Primary Purpose,Purposes,Source Agency,State or Federal Agency ID,Latitude,Longitude,County,City,Distance to Nearest City (Miles),River or Stream Name,Congressional District,State Regulated Dam,State Jurisdictional Dam,State Regulatory Agency,State Permitting Authority,State Inspection Authority,State Enforcement Authority,Federally Regulated Dam,Built Under the Authority of the Secretary of Agriculture,NRCS Watershed Dam Authorization,Primary Dam Type,Dam Types,Core Types,Foundation,Dam Height (Ft),Hydraulic Height (Ft),Structural Height (Ft),NID Height (Ft),NID Height Category,Dam Length (Ft),Volume (Cubic Yards),Year Completed,Year Completed Category,NID Storage (Acre-Ft),Max Storage (Acre-Ft),Normal Storage (Acre-Ft),Surface Area (Acres),Drainage Area (Sq Miles),Max Discharge (Cubic Ft/Second),Spillway Type,Spillway Width (Ft),Outlet Gate Type,Data Last Updated,Inspection Frequency,EAP Prepared,EAP Last Revision Date,Website URL,Operational Status,Operational Status Date,Inundation Maps Added to NID?,Has Photo?,damid,LegacyNumb,DCR_Watershed_SqMi,SVI_TotalPop_InZone,SVI_Pop_POV150,SVI_Pop_AGE65,SVI_Pop_DISABL,SVI_Pop_NOVEH,DCR_EP_Status,Inspection_Date_Final,Condition_Final,Hazard_Final,In Fathom 100yr Flood Zone,In Fathom 500yr Flood Zone,D1_Hazard_Score,Needs_Hazard_Classification,D2_Flood_Score,D3_Watershed_Score,D4_Impact_Score,D5_DataQuality_Score,Triage_Score,Priority_Band
Great Neck Lake # 7 Dam,City No. 50;Timber Lake,VA810047,VA810047,King's Grant Community League,Private,Private,0,No,,Flood Risk Reduction,Flood Risk Reduction,Virginia,810047,36.8566,-76.0786,Virginia Beach,Virginia Beach,5.83,Lynnhaven River Eastern Branch,"Virginia, Congressional District 02",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,No,,Earth,Earth,Unlisted/Unknown;Unlisted/Unknown,Unlisted/Unknown,7,7,7,7,Less than 25 feet,350,,,Undetermined,70,70,26.4,13.2,0.52,,,,,12/4/2022,,No,,https://damsafety.org/virginia,Not Applicable,3/8/2021,No,No,,,0.039787881,,,,,,,,Not Rated,Unknown,1,1,42.7,1,75,6.38,0,84.25,35.7,Moderate
Surry Power Station Dredge Material Management Area Perimeter Embankment Dam,Dmma Offsite,VA181007,VA181007,Dominion Virginia Power,Private,Private,0,No,"Schnabel Engineering South, PC",Other,Other,Virginia,181007,37.1114,-76.6886,Surry,Surry,8,Lawnes Creek,"Virginia, Congressional District 04",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,No,,Earth,Earth,Earth,Soil,21,21,21,21,Less than 25 feet,6190,,,Undetermined,613.5,613.5,,43.6,0.09,113,Uncontrolled,5,Uncontrolled0;Uncontrolled0,12/4/2022,6,Yes,3/2/2021,https://damsafety.org/virginia,Not Applicable,3/8/2021,No,No,1080,18108,,3045,1013,651,472,84,Approved,3/3/2025 0:00,Satisfactory,Low,0,0,38.76,0,0,18.57,82.62,22,33.06,Moderate
Prince Edward Dam,Lower Norton Reservoir;Prince Edward Lake;Twin Lakes State Park # 1,VA147004,VA147004,Department of Conservation & Recreation - Division of State Parks,State,State,0,No,Department of Conservation & Recreation - Division of State Parks,Recreation,Recreation,Virginia,147004,37.1747,-78.2748,Prince Edward,Farmville,0.2,TR-SANDY RIVER,"Virginia, Congressional District 05",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,No,,Earth,Earth,,,37,37,37,37,25-50 feet,345,,1946,1940-1949,600,600,370,27,1.62,,,,,12/4/2022,6,Yes,1/12/2015,https://damsafety.org/virginia,Normal Operations,6/18/2022,No,No,1571,14704,1.85686147,3312,840,574,439,45,Development,3/18/2024 0:00,Satisfactory,Low,1,1,40.87,0,75,78.23,80.63,32.5,64.15,High
East Fork Falling River Dam # 7,Gala Lake,VA011002,VA011002,Robert E. Lee Soil and Water Conservation District,Local Government,Local Government,0,No,USDA NRCS,Flood Risk Reduction,Flood Risk Reduction;Recreation,Virginia,11002,37.2746,-78.8922,Appomattox,Lynchburg,18.4,Mulberry Creek,"Virginia, Congressional District 05",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,Yes,1953 Pilot Watershed Program (Public Law 83-156),Earth,Earth,,,47,,,47,25-50 feet,585,,,Undetermined,1442,1442,117,20,5.1,,,,,12/4/2022,3,Yes,4/30/2020,https://damsafety.org/virginia,"Under Investigation, Planning, Permitting, or Design for Remediation",4/7/2021,No,No,1993,1102,5.06167603,4021,1379,777,633,68,Approved,3/18/2020 0:00,Fair,Significant,0,0,63.12,0,0,89.56,84.88,49.5,60.1,High
Western Branch Dam,Western Branch Reservoir Dam,VA800011,VA800011,"City of Norfolk, Department of Utilities",Local Government,Local Government,0,No,GEI Consultants Inc.,Water Supply,Water Supply;Recreation,Virginia,800011,36.8017,-76.5831,Suffolk,Suffolk,4.63,Western Branch Nansemond River,"Virginia, Congressional District 02",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,No,,Earth,Earth,Unlisted/Unknown;Unlisted/Unknown,Unlisted/Unknown,41,41,41,41,25-50 feet,2400,,,Undetermined,35300,35300,18000,1250,65.66,,Uncontrolled,500,Uncontrolled0;Uncontrolled0,12/4/2022,1,Yes,9/16/2019,https://damsafety.org/virginia,Normal Operations,3/26/2022,No,No,,,0.039787881,,,,,,,7/7/2020,Satisfactory,High,1,1,85.84,0,75,6.38,0,34,41.46,Moderate
Baker Mountain Tailings Pond Dam,Crocked Branch Dam;Industrial Waste Dam,VA147014,VA147014,Kyanite Mining Corporation,Private,Private,0,No,,Tailings,Tailings,Virginia,147014,37.2136,-78.6286,Prince Edward,Farmville,14.5,Crocked Branch of Spring Creek,"Virginia, Congressional District 05",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,No,,Earth,Earth,Unlisted/Unknown;Unlisted/Unknown,Unlisted/Unknown,54,54,54,54,51-100 feet,1330,,,Undetermined,578,578,60,6,1.22,321,Uncontrolled,100,Uncontrolled0;Uncontrolled0,12/4/2022,6,Yes,3/8/2019,https://damsafety.org/virginia,Normal Operations,6/18/2022,No,No,1581,14714,1.19628847,3476,357,466,445,58,Approved,12/19/2024 0:00,Satisfactory,Low,1,1,42.27,0,75,72.06,78.8,19,61.24,High
Bush River Dam # 6,Evans Creek Lake;Haley Creek Lake,VA147040,VA147040,Piedmont Soil and Water Conservation District;Piedmont Soil and Water Conservation District,Local Government,Local Government,0,No,USDA NRCS;Virginia DCR - Division of Soil and Water Conservation,Flood Risk Reduction,Flood Risk Reduction,Virginia,147040,37.1377,-78.4052,Prince Edward,Farmville,0.7,EVANS CREEK,"Virginia, Congressional District 05",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,Yes,Watershed Protection and Flood Prevention Act of 1954 (Public Law 83-566),Earth,Earth,,,37,,,37,25-50 feet,777,,,Undetermined,1810,1810,207,40,4.9,,,,,12/4/2022,3,Yes,7/26/2016,https://damsafety.org/virginia,Normal Operations,6/18/2022,No,No,1607,14740,4.9216671,3312,840,574,439,45,Archive,4/18/2024 0:00,Fair,Significant,1,1,62.46,0,75,89.29,80.63,26.5,71.71,High
Otter River Raw Water Terminal Reservoir Dam,,VA031025,VA031025,Campbell County Utilities and Service Authority (CCUSA),Local Government,Local Government,0,No,,Water Supply,Water Supply,Virginia,31025,37.2119,-79.2983,Campbell,Altavista,6.93,Unnamed tributary to Big Otter River,"Virginia, Congressional District 05",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,No,,Earth,Earth,Earth,Soil,42,42,42,42,25-50 feet,600,,,Undetermined,59,59,52,3.3,0.05,,Uncontrolled,3.5,Uncontrolled0,12/4/2022,1,Yes,5/4/2018,https://damsafety.org/virginia,Normal Operations,6/18/2022,No,No,1925,3125,0.016500399,3686,675,1047,783,39,Approved,12/23/2025 0:00,Satisfactory,High,1,1,79.08,0,75,0.85,82.45,19,53.37,High
Lake Shalom Dam,Camp Hat Creek Lake,VA031007,VA031007,Hammersley Trust,Private,Private,0,No,USDA NRCS,Recreation,Recreation,Virginia,31007,37.1121,-78.934,Campbell,Brookneal,4.34,Unnamed tributary to Little Falling River,"Virginia, Congressional District 05",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,No,,Earth,Earth,Unlisted/Unknown;Unlisted/Unknown,Unlisted/Unknown,36,36,36,36,25-50 feet,300,,,Undetermined,150,150,95,9.65,0.37,211,Uncontrolled,3,Uncontrolled0;Uncontrolled0,12/4/2022,6,Yes,10/7/2014,https://damsafety.org/virginia,Normal Operations,6/18/2022,No,No,1914,3107,0.363118231,4322,1092,1045,798,154,Submitted,6/18/2025 0:00,Satisfactory,Low,1,1,39.28,0,75,46.29,87.47,25,56.39,High
Bush River Dam # 12,Sandy River Reservoir,VA147035,VA147035,Prince Edward County,Local Government,Local Government,0,No,USDA NRCS,Flood Risk Reduction,Flood Risk Reduction;Recreation;Water Supply,Virginia,147035,37.2601,-78.317,Prince Edward,Farmville,5.1,Sandy River,"Virginia, Congressional District 05",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,Yes,Watershed Protection and Flood Prevention Act of 1954 (Public Law 83-566),Earth,Earth,Earth;Unlisted/Unknown,Unlisted/Unknown,62,62,62,62,51-100 feet,1880,,1983,1980-1989,38534,38534,11530,740,36.79,41500,Uncontrolled,225,Uncontrolled0;Uncontrolled0;Uncontrolled0,12/4/2022,1,Yes,8/27/2014,https://damsafety.org/virginia,"Under Investigation, Planning, Permitting, or Design for Remediation",6/18/2022,No,No,1602,14735,36.6326675,3133,681,555,403,19,Archive,3/25/2025 0:00,Satisfactory,High,0,0,87.52,0,0,98.49,77.7,33,65.34,High
Smithfield Downs Golf Course Dam,St. Lukes Village,VA093010,VA093010,St. Lukes Village LLC c/o McCale Development Corporation,Private,Private,0,No,,Recreation,Recreation,Virginia,93010,36.9443,-76.5796,Isle of Wight,Smithfield,4,Jones Creek,"Virginia, Congressional District 02",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,No,,Earth,Earth,Unlisted/Unknown;Unlisted/Unknown,Unlisted/Unknown,18,18,18,18,Less than 25 feet,300,,,Undetermined,87,87,15,4.9,0.24,,,,,12/4/2022,,No,,https://damsafety.org/virginia,Not Applicable,3/26/2022,No,No,2318,9311,,3340,419,508,404,122,<Null>,,Not Rated,Unknown,0,0,46.3,1,0,36.92,80.75,84.25,45.38,Moderate
Nottoway Lake Dam,Lake Lee;Lake Nottoway;Lake Nottoway Dam;Lee Dam;Nottoway Dam,VA135007,VA135007,Virginia Department of Wildlife Resources,State,State,0,No,,Recreation,Recreation,Virginia,135007,37.167,-77.983,Nottoway,Blackstone,5.87,Lees Creek to Cellar Creek,"Virginia, Congressional District 05",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,No,,Earth,Earth,Unlisted/Unknown;Unlisted/Unknown,Unlisted/Unknown,35,35,35,35,25-50 feet,980,,,Undetermined,1871.3,1871.3,1871.3,170,6.95,,Uncontrolled,150,Uncontrolled0;Uncontrolled0,12/4/2022,1,Yes,7/31/2015,https://damsafety.org/virginia,"Under Investigation, Planning, Permitting, or Design for Remediation",6/18/2022,No,No,999,13507,6.9777689,3566,1432,422,513,56,Approved,11/13/2025 0:00,Fair,High,0,0,82.08,0,0,92.32,82.5,40.5,64.15,High
Piedmont State Hospital Dam,Piedmont Geriatric Hospital Dam;Piedmont Sanitorium Dam,VA135020,VA135020,Piedmont Geriatric Hospital,Private,Private,0,No,,Fish and Wildlife Pond,Fish and Wildlife Pond,Virginia,135020,37.1931,-78.1714,Nottoway,Burkeville,1.7,Lazaretto Creek,"Virginia, Congressional District 05",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,No,,Earth,Earth,Unlisted/Unknown;Unlisted/Unknown,Unlisted/Unknown,20,20,20,20,Less than 25 feet,450,,,Undetermined,53,53,,6.3,0.11,11.85,Uncontrolled,1.5,Uncontrolled0;Uncontrolled0;Uncontrolled0,12/4/2022,,Not Required,,https://damsafety.org/virginia,Not Applicable,1/5/2021,No,No,,,0.039787881,,,,,,,,Not Rated,Unknown,1,1,46.17,1,75,6.38,0,68.25,34.96,Moderate
Upper Blackwater River Dam #4,"Dillon Dam, Emma'S Pond Dam",VA067002,VA067002,Blue Ridge Soil and Water Conservation District,Local Government,Local Government,0,No,USDA NRCS;Virginia DCR - Division of Soil and Water Conservation,Flood Risk Reduction,Flood Risk Reduction,Virginia,67002,37.0772,-80.0365,Franklin,Rocky Mount,0.3,TRIB-N.F.BLACKWATER RIVER,"Virginia, Congressional District 09",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,Yes,Watershed Protection and Flood Prevention Act of 1954 (Public Law 83-566),Earth,Earth,,,52,,,52,51-100 feet,540,,,Undetermined,338,338,65,10,1.9,,,,,12/4/2022,1,Yes,11/27/2017,https://damsafety.org/virginia,"Under Investigation, Planning, Permitting, or Design for Remediation",2/18/2021,No,No,598,6702,1.93885791,3557,965,761,538,107,Archive,10/11/2024 0:00,Fair,High,0,0,81.75,0,0,78.81,84.19,34.5,60.43,High
Buffalo Creek Dam # 4,Spring Creek Lake,VA147003,VA147003,Piedmont Soil and Water Conservation District;Piedmont Soil and Water Conservation District,Local Government,Local Government,0,No,USDA NRCS;Virginia DCR - Division of Soil and Water Conservation,Flood Risk Reduction,Flood Risk Reduction,Virginia,147003,37.2137,-78.6164,Prince Edward,Farmville,13.7,Spring Creek,"Virginia, Congressional District 05",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,Yes,Watershed Protection and Flood Prevention Act of 1954 (Public Law 83-566),Earth,Earth,,,46,,,46,25-50 feet,908,,,Undetermined,5064,5064,375,68,14.59,,,,,3/30/2023,1,Yes,8/30/2016,https://damsafety.org/virginia,"Under Investigation, Planning, Permitting, or Design for Remediation",6/18/2022,No,No,1570,14703,14.2279205,3476,357,466,445,58,Approved,4/2/2025 0:00,Fair,High,0,0,84.19,0,0,95.65,78.8,34.5,64.17,High
Little Falling River Dam # 2,Watts Dam,VA031003,VA031003,Robert E. Lee Soil and Water Conservation District,Local Government,Local Government,0,No,USDA NRCS,Flood Risk Reduction,Flood Risk Reduction,Virginia,31003,37.1853,-78.8766,Campbell,Brookneal,9.85,Lucks Branch,"Virginia, Congressional District 05",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,Yes,Watershed Protection and Flood Prevention Act of 1954 (Public Law 83-566),Earth,Earth,Earth;Unlisted/Unknown,Unlisted/Unknown,38,38,38,38,25-50 feet,350,,,Undetermined,584,584,88,11.4,3,,Uncontrolled,75,Uncontrolled0;Uncontrolled0,12/4/2022,3,Yes,4/30/2020,https://damsafety.org/virginia,"Under Investigation, Planning, Permitting, or Design for Remediation",6/18/2022,No,No,1910,3103,2.98765326,4322,1092,1045,798,154,Approved,3/18/2020 0:00,Fair,Significant,1,1,61.34,0,75,84.28,87.47,49.5,73.85,High
Moores Dam,Moores Lake;Sunny Slope Orchard Dam,VA147016,VA147016,John M Boswell,Private,Private,0,No,USDA NRCS,Irrigation,Irrigation;Recreation,Virginia,147016,37.1691,-78.2653,Prince Edward,Burkeville,3.8,Unnamed tributary to Sandy River,"Virginia, Congressional District 05",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,No,,Earth,Earth,Unlisted/Unknown;Unlisted/Unknown,Unlisted/Unknown,24,24,24,24,Less than 25 feet,313,,,Undetermined,206.69,206.69,120.34,12.3,0.32,,Uncontrolled,4,Uncontrolled0;Uncontrolled0,12/4/2022,,Yes,7/25/2005,https://damsafety.org/virginia,"Under Investigation, Planning, Permitting, or Design for Remediation",6/18/2022,No,No,1583,14716,0.314308733,3312,840,574,439,45,Archive,11/28/2011 0:00,Satisfactory,Unknown,0,0,48.3,1,0,43.23,80.63,55.5,44.56,Moderate
Little Falling River Dam # 3,Joy Lake,VA031004,VA031004,Robert E. Lee Soil and Water Conservation District,Local Government,Local Government,0,No,USDA NRCS,Flood Risk Reduction,Flood Risk Reduction,Virginia,31004,37.1786,-78.8958,Campbell,Lynchburg,20.7,Jacobs Creek,"Virginia, Congressional District 05",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,Yes,Watershed Protection and Flood Prevention Act of 1954 (Public Law 83-566),Earth,Earth,Unlisted/Unknown;Unlisted/Unknown,Unlisted/Unknown,31,31,31,31,25-50 feet,350,,,Undetermined,587,587,59,13.5,3.5,,Uncontrolled,50,Uncontrolled0;Uncontrolled0,12/4/2022,3,Yes,4/30/2020,https://damsafety.org/virginia,"Under Investigation, Planning, Permitting, or Design for Remediation",6/18/2022,No,No,1911,3104,3.49906921,4322,1092,1045,798,154,Approved,3/18/2020 0:00,Fair,Significant,1,1,60.58,0,75,85.76,87.47,49.5,74.03,High
Little Falling River Dam # 1,Liberty Lake,VA031001,VA031001,Robert E. Lee Soil and Water Conservation District,Local Government,Local Government,0,No,USDA NRCS,Flood Risk Reduction,Flood Risk Reduction,Virginia,31001,37.2079,-78.8631,Campbell,Lynchburg,21.4,Lions Creek,"Virginia, Congressional District 05",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,Yes,Watershed Protection and Flood Prevention Act of 1954 (Public Law 83-566),Earth,Earth,Unlisted/Unknown;Unlisted/Unknown,Unlisted/Unknown,44,44,44,44,25-50 feet,575,,,Undetermined,3132,3132,232,35,13.8,,Uncontrolled,150,Uncontrolled0;Uncontrolled0,12/4/2022,3,Yes,4/30/2020,https://damsafety.org/virginia,"Under Investigation, Planning, Permitting, or Design for Remediation",6/18/2022,No,No,1908,3101,13.8634214,4322,1092,1045,798,154,Approved,3/18/2020 0:00,Fair,Significant,1,1,63.71,0,75,95.62,87.47,49.5,77.28,Critical
Belsches Dam,Bellches Millpond;Belsches Millpond;Moores Mil,VA183014,VA183014,Arrington Fishing Club Inc.,Private,Private,0,No,,Recreation,Recreation,Virginia,183014,37.0061,-77.2753,Sussex,Petersburg,16,Jones Hole Swamp (Mill Swamp)/Moores Swamp,"Virginia, Congressional District 04",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,No,,Gravity,Gravity,Unlisted/Unknown;Unlisted/Unknown,Unlisted/Unknown,15,15,15,15,Less than 25 feet,,,,Undetermined,290,290,29,27.5,32.1,,,,,12/4/2022,,No,,https://damsafety.org/virginia,Not Applicable,3/8/2021,No,No,2585,18314,32.122551,2298,369,549,461,28,<Null>,11/26/2019,Not Rated,Unknown,1,1,46.92,1,75,98.37,76.1,76.75,74.22,High
Jarratt Municipal Raw Water Storage Reservoir Dam,Jarratt Reservoir,VA081019,VA081019,Greensville County Water and Sewer Authority,Local Government,Local Government,0,No,"B & B Consultants, Inc.",Water Supply,Water Supply,Virginia,81019,36.8374,-77.5083,Greensville,Jarratt,3,Unnamed tributary to Nottoway River,"Virginia, Congressional District 04",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,No,,Earth,Earth,Earth,Soil,51,,51,51,51-100 feet,9387,,,Undetermined,3682,3682,3176,125.4,0.2,126,Controlled,8,Uncontrolled0;Uncontrolled0,12/4/2022,1,Yes,6/2/2020,https://damsafety.org/virginia,Normal Operations,1/5/2021,No,No,3525,<Null>,,3942,776,781,719,115,Approved,11/5/2025 0:00,Satisfactory,High,0,0,84.24,0,0,33.24,84.8,19,48.23,Moderate
Roanoke Creek Dam # 70a,Keysville Lake;Keysville Reservoir;Keysville Town Lake,VA037001,VA037001,Town of Keysville,Local Government,Local Government,0,No,USDA NRCS,Water Supply,Water Supply;Recreation;Flood Risk Reduction,Virginia,37001,37.0576,-78.504,Charlotte,Keysville,1.5,Spring Creek;,"Virginia, Congressional District 05",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,Yes,Watershed Protection and Flood Prevention Act of 1954 (Public Law 83-566),Earth,Earth,Unlisted/Unknown;Unlisted/Unknown,Unlisted/Unknown,36,36,36,36,25-50 feet,720,,,Undetermined,1506,1506,281,42.3,2.74,5600,,,,12/4/2022,3,Yes,4/26/2010,https://damsafety.org/virginia,Normal Operations,6/18/2022,No,No,363,3701,2.63975096,3062,1091,688,726,199,Archive,11/18/2024 0:00,Satisfactory,Significant,1,1,62.16,0,75,82.73,85.8,25,70.88,High
Willcox Dam,Lee Memorial Park Lake;Wilcox Lake;Willcox Lake,VA730002,VA730002,City of Petersburg,Local Government,Local Government,0,No,Timmons Group,Recreation,Recreation,Virginia,730002,37.2021,-77.4061,Petersburg,Petersburg,2,Unnamed tributary to Lieutenant Run,"Virginia, Congressional District 04",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,No,,Earth,Earth,Unlisted/Unknown,Unlisted/Unknown,18,18,18,18,Less than 25 feet,356,,,Undetermined,200.29,200.29,119.66,18,2.09,10118.8,Uncontrolled,41,Uncontrolled0,7/6/2023,1,Yes,10/30/2020,https://damsafety.org/virginia,"Under Investigation, Planning, Permitting, or Design for Remediation",3/9/2021,No,No,,,0.039787881,,,,,,,6/9/2021,Poor,High,0,0,77.19,0,0,6.38,0,49.5,25.84,Moderate
Asb Pond Dam,Aerated Stabilization Basin;Union Camp Holding Pond,VA093016,VA093016,International Paper - Franklin Mill,Private,Private,0,No,,Other,Other,Virginia,93016,36.6473,-76.9008,Isle of Wight,Franklin,2.23,Blackwater River offline,"Virginia, Congressional District 02",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,No,,Earth,Earth,,,17,17,17,17,Less than 25 feet,7785,,,Undetermined,1102.6,1102.6,691.9,101.3,0.2,,,,,12/4/2022,1,Yes,4/24/2020,https://damsafety.org/virginia,Normal Operations,3/26/2022,No,No,2323,9316,,4062,539,989,551,84,Approved,4/8/2025 0:00,Fair,High,1,1,78.81,0,75,33.24,83.17,26.5,62.3,High
Roanoke Creek Dam # 54,Anderson Lake;Mink Bottom Lake,VA037013,VA037013,Southside Soil and Water Conservation District,Local Government,Local Government,0,No,USDA NRCS,Flood Risk Reduction,Flood Risk Reduction,Virginia,37013,37.1123,-78.5646,Charlotte,Charlotte Court House,5.51,Roanoke Creek mainstem,"Virginia, Congressional District 05",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,Yes,Watershed Protection and Flood Prevention Act of 1954 (Public Law 83-566),Earth,Earth,Unlisted/Unknown;Unlisted/Unknown,Unlisted/Unknown,37,37,37,37,25-50 feet,1060,,,Undetermined,2798,2798,203,43,7.4,,Uncontrolled,100,Uncontrolled0;Uncontrolled0;Uncontrolled0,12/4/2022,1,Yes,11/9/2016,https://damsafety.org/virginia,"Under Investigation, Planning, Permitting, or Design for Remediation",6/18/2022,No,No,375,3713,7.25650549,3062,1091,688,726,199,Approved,11/19/2019 0:00,Fair,High,0,0,82.73,0,0,92.55,85.8,49.5,65.93,High
Smiths Dam,Pender L Smith Sr. Farm Pond;Smith Pond,VA081007,VA081007,Amy Pollard Lifsey;Estate of Patricia B. Clary;Robert P Smith,Private,Private,0,No,USDA NRCS,Recreation,Recreation,Virginia,81007,36.5865,-77.6544,Greensville,Emporia,9.25,Cattail Creek,"Virginia, Congressional District 04",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,No,,Earth,Earth,Unlisted/Unknown;Unlisted/Unknown,Unlisted/Unknown,20,20,20,20,Less than 25 feet,850,,,Undetermined,250,250,82,17.13,0.56,,Uncontrolled,4,Uncontrolled0;Uncontrolled0,12/4/2022,,No,,https://damsafety.org/virginia,"Under Investigation, Planning, Permitting, or Design for Remediation",9/28/2022,No,No,723,8107,0.547112286,4656,1484,960,751,163,<Null>,8/29/2023 0:00,Unsatisfactory,Significant,0,0,58.02,0,0,55.72,88.38,80.5,54.16,High
Buffalo Creek Dam # 3,Little Creek Lake,VA147002,VA147002,Piedmont Soil and Water Conservation District;Piedmont Soil and Water Conservation District,Local Government,Local Government,0,No,USDA NRCS;Virginia DCR - Division of Soil and Water Conservation,Flood Risk Reduction,Flood Risk Reduction,Virginia,147002,37.231,-78.6003,Prince Edward,Farmville,12.3,Mud Creek,"Virginia, Congressional District 05",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,Yes,Watershed Protection and Flood Prevention Act of 1954 (Public Law 83-566),Earth,Earth,Earth,Unlisted/Unknown,51,,,51,51-100 feet,504,,,Undetermined,2018,2018,147,23.6,6.8,,Uncontrolled,100,Uncontrolled0;Uncontrolled0,12/4/2022,3,Yes,11/7/2016,https://damsafety.org/virginia,"Under Investigation, Planning, Permitting, or Design for Remediation",6/18/2022,No,No,1569,14702,6.88190317,3476,357,466,445,58,Archive,4/18/2024 0:00,Fair,Significant,0,0,63.8,0,0,92.12,78.8,34.5,58.19,High
Surry Power Station Dredge Spoils Disposal Pond Dam,Dredge Spoils Storage Pond (Dssp),VA181006,VA181006,Dominion Virginia Power,Public Utility,Public Utility,0,No,,Other,Other,Virginia,181006,37.1581,-76.683,Surry,Surry,8.5,Intake Canal - James River direct,"Virginia, Congressional District 04",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,No,,Earth,Earth,Earth,Soil,16,,16,16,Less than 25 feet,6500,,,Undetermined,949.2,949.2,526.21,35,0.08,17.04,Uncontrolled,6,Uncontrolled0,12/4/2022,6,Yes,8/1/2018,https://damsafety.org/virginia,Normal Operations,3/26/2022,No,No,2571,18107,0.076190785,3045,1013,651,472,84,Approved,3/3/2025 0:00,Satisfactory,Low,0,0,38.23,0,0,16.22,82.62,19,32.04,Moderate
Bush River Dam # 4b,Mountain Creek Lake,VA147041,VA147041,Piedmont Soil and Water Conservation District;Piedmont Soil and Water Conservation District,Local Government,Local Government,0,No,USDA NRCS;Virginia DCR - Division of Soil and Water Conservation,Flood Risk Reduction,Flood Risk Reduction,Virginia,147041,37.1897,-78.3627,Prince Edward,Farmville,8,Mountain Creek,"Virginia, Congressional District 05",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,Yes,Watershed Protection and Flood Prevention Act of 1954 (Public Law 83-566),Earth,Earth,Earth,Unlisted/Unknown,48,48,48,48,25-50 feet,540,,,Undetermined,7454.1,7454.1,551,100.5,14.46,,Uncontrolled,400,Uncontrolled0;Uncontrolled0,3/30/2023,1,Yes,8/30/2016,https://damsafety.org/virginia,"Under Investigation, Planning, Permitting, or Design for Remediation",6/18/2022,No,No,1608,14741,14.5120153,3312,840,574,439,45,Approved,3/20/2025 0:00,Fair,High,0,0,84.77,0,0,95.73,80.63,34.5,64.7,High
Ramsey Dam,Bridlewood Lake;Dobyns Dam;Huntingwood Dam,VA019015,VA019015,Neda Sholar Dobyns;Peter T Simopoulos;Wayne M Toler,Private,Private,0,No,"Froehling & Robertson, Inc.;USDA NRCS",Recreation,Recreation,Virginia,19015,37.4412,-79.2692,Bedford,Lynchburg,7.74,Cheese Creek (west),"Virginia, Congressional District 05",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,No,,Earth,Earth,Unlisted/Unknown;Unlisted/Unknown,Unlisted/Unknown,36,36,36,36,25-50 feet,375,,,Undetermined,109.8,109.8,90.9,8.1,0.14,,Uncontrolled,38,Uncontrolled0;Uncontrolled0;Uncontrolled0,12/4/2022,3,Yes,8/30/2017,https://damsafety.org/virginia,Enforcement Pending/Ongoing,1/28/2021,No,No,168,1915,0.142535582,7814,936,1316,648,15,Archive,8/9/2017 0:00,Poor,Significant,0,0,59.35,0,0,26.12,83.97,59,44.06,Moderate
